Identifier Name,FINAL GRAMMAR PATTERN,POSSE,SWUM,STANFORD,system,language
"ares,expand,name,for,response",PRE V N P N,V NM N P N,{'grpc.srcml.xml_identifiers'}
"c,skinned,mesh",PRE NM N,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"camera,data",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"caplet,variance,curve",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"change,scroll",V N,NM N,{'calligra.srcml.xml_identifiers'}
"clause,matrix",NM N,NM N,{'swift.srcml.xml_identifiers'}
clock,N,N,{'openFrameworks.srcml.xml_identifiers'}
"cmd,output,operation,type",NM NM NM N,NM NM NM N,{'ogre.srcml.xml_identifiers'}
"code,generator,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"color,map",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"combine,paint,mask,to,canvas,buffer,to,paint,buf,alpha",NM NM N P NM N P NM NM N,NM NM NM NM NM NM NM NM NM N,{'gimp.srcml.xml_identifiers.idents'}
"comp,mask",NM N,NM N,{'gimp.srcml.xml_identifiers.idents'}
"compiler,item",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"const,parameter,float",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"container,tab,bar",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"contextualize,closures",V NPL,NM N,{'swift.srcml.xml_identifiers'}
"controlled,object",NM N,NM N,{'blender.srcml.xml_identifiers'}
"controller,value",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"cq,event,queue",NM NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"d,bus,proxy",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"d3d11,unsupported,gpu,program",NM NM NM N,NM NM NM NM NM NM N,{'ogre.srcml.xml_identifiers'}
"data,access,repository,private",NM NM N NM,NM NM NM N,{'kdevelop.srcml.xml_identifiers'}
"declaration,context,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"declaration,item",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
define,N,N,{'calligra.srcml.xml_identifiers'}
"device,handler",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"dispatch,mask,buffer,iterator",NM NM NM N,NM NM NM N,{'gimp.srcml.xml_identifiers.idents'}
"dispatch,paint,mask",NM NM N,NM NM N,{'gimp.srcml.xml_identifiers.idents'}
"dual,con,input,reader",NM NM NM N,NM NM NM N,{'blender.srcml.xml_identifiers'}
"dynamic,textured,cube,demo",NM NM NM N,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"explicit,euler,scheme",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"expression,finder",NM N,NM N,{'swift.srcml.xml_identifiers'}
"fd,black,scholes,vanilla,engine",NM NM NM NM N,NM NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"file,item,delegate",NM NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
"file,system,archive",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"fixed,object",NM N,NM N,{'blender.srcml.xml_identifiers'}
"frame,2",N D,NM N,{'blender.srcml.xml_identifiers'}
"generic,emissive,closure",NM NM N,NM NM N,{'blender.srcml.xml_identifiers'}
"geometry,interface",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"gl,config,attribs",PRE NM NPL,NM NM N,{'ogre.srcml.xml_identifiers'}
"globals,as,members,table,reader,info",NPL P NPL NM NM N,NM NM NM NM NM N,{'swift.srcml.xml_identifiers'}
"glx,configurator",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"hdr,listener",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"heat,vision,listener",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"i,read,file",NM NM N,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"image,manager",NM N,NM N,{'blender.srcml.xml_identifiers'}
"internal,ffmpeg,register",NM NM N,NM NM NM N,{'opencv.srcml.xml_identifiers'}
"inverse,dynamics,example",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"jnt,array,acc",NM NM N,NM NM N,{'blender.srcml.xml_identifiers'}
"ko,main,window,private",PRE NM N NM,NM NM NM N,{'calligra.srcml.xml_identifiers'}
"ko,path,point,remove,command,private",PRE NM NM NM N NM,NM NM NM NM NM N,{'calligra.srcml.xml_identifiers'}
"ko,rgb,u8,invert,color,transformation",PRE NM NM NM NM N,NM NM NM NM NM NM N,{'calligra.srcml.xml_identifiers'}
"ko,section,end,private",PRE NM N NM,NM NM NM N,{'calligra.srcml.xml_identifiers'}
"ko,shadow,style,private",PRE NM N NM,NM NM NM N,{'calligra.srcml.xml_identifiers'}
"label,action",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"label,drawing,widget",NM NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
"layer,parameter",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"layout,data",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"less,dummy,gui,helper",NM NM NM N,DT NM NM N,{'bullet3.srcml.xml_identifiers'}
"light,attenuation,value",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"list,level",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"log,mixed,linear,cubic,interpolation",NM NM NM NM N,NM NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"lsm,basis,system",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"lvl,currency",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"mask,components",NM NPL,NM N,{'gimp.srcml.xml_identifiers.idents'}
"multicubic,spline",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"net,state,rule,default,type,internal",NM NM NM NM N NM,NM NM NM NM NM N,{'opencv.srcml.xml_identifiers'}
"new,aggregate,builder,map",NM NM NM N,NM NM NM N,{'swift.srcml.xml_identifiers'}
"node,shape",NM N,NM N,{'blender.srcml.xml_identifiers'}
"null,program",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"op,pool",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"output,delegate,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"parse,job,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"part,document,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"patch,coord,buffer",NM NM N,NM NM N,{'blender.srcml.xml_identifiers'}
"physics,client,example",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"piecewise,constant,abcd,variance",NM NM NM N,NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"point,3",N D,NM N,{'opencv.srcml.xml_identifiers'}
"pointer,map",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"predicate,wrapper",NM N,NM N,{'blender.srcml.xml_identifiers'}
"problem,reporter,factory",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
process,N,N,{'gimp.srcml.xml_identifiers.idents'}
"project,controller,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"qr,detect",NM N,NM N,{'opencv.srcml.xml_identifiers'}
quad,N,N,{'blender.srcml.xml_identifiers'}
quote,N,N,{'QuantLib.srcml.xml_identifiers'}
"read,bitstream",V N,NM N,{'opencv.srcml.xml_identifiers'}
"reconstruct,update,callback",NM NM N,NM NM N,{'blender.srcml.xml_identifiers'}
"record,header",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"refutable,pattern,initialization",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"rest,client",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"risky,bond",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"rolling,friction,demo",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"rs,compute,operation",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"rs,stencil,operation",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"setting,manager",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"simple,pressure",NM N,NM N,{'gimp.srcml.xml_identifiers.idents'}
"sk,editor,consumer",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"stochastic,process",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"temp,comp,mask",NM NM N,NM NM N,{'gimp.srcml.xml_identifiers.idents'}
"temperature,cauchy,1,d",NM N D NM,NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"template,preview,icon,data",NM NM NM NPL,NM NM NM N,{'kdevelop.srcml.xml_identifiers'}
"tile,parameter,default,type,internal",NM NM NM N NM,NM NM NM NM N,{'opencv.srcml.xml_identifiers'}
timelapser,N,N,{'opencv.srcml.xml_identifiers'}
"to,string,walker",P N N,NM NM N,{'grpc.srcml.xml_identifiers'}
"tree,element",NM N,NM N,{'blender.srcml.xml_identifiers'}
"tuple,lvalue,emitter",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"user,2,internal,index",N P NM N,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
value,N,N,{'Telegram.srcml.xml_identifiers'}
"vanilla,forward,payoff",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"vertex,position",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"video,capture,dshow",NM NM N,NM NM NM N,{'opencv.srcml.xml_identifiers'}
"voronoi,fracture,demo",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"warning,failure,exception",NM NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"write,context",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"wsdls,solver",NM N,NM N,{'blender.srcml.xml_identifiers'}
"add,ordered,list",V NM N,V NM N,{'mockito.srcml.xml_identifiers'}
"add,unicode,script,codes,to,names",V NM NM NPL P NPL,V NM NM N P N,{'antlr4.srcml.xml_identifiers'}
"after,channel",P N,NM N,{'jenkins.srcml.xml_identifiers'}
"append,python,style,escaped,code,point",V NM N NM NM N,V NM NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"apply,margin,insets",V NM NPL,V NM N,{'Telegram.srcml.xml_identifiers'}
"assign,lexer,token,types",V NM NM NPL,V NM NM N,{'antlr4.srcml.xml_identifiers'}
"biggest,constructor",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"binary,search,bytes",NM N NPL,NM NM N,{'okhttp.srcml.xml_identifiers'}
"build,group,query",V NM N,V NM N,{'elasticsearch.srcml.xml_identifiers'}
"build,lexer,rule,actions",V NM NM NPL,V NM NM N,{'antlr4.srcml.xml_identifiers'}
"check,not,interface",V VM N,V DT N,{'mockito.srcml.xml_identifiers'}
"check,not,local",V VM N,V DT N,{'mockito.srcml.xml_identifiers'}
"class,annotations",NM NPL,V N,{'junit4.srcml.xml_identifiers'}
"deep,stub",NM N,NM N,{'mockito.srcml.xml_identifiers'}
delete,V,V,{'elasticsearch.srcml.xml_identifiers'}
"determine,strictness",V N,V N,{'mockito.srcml.xml_identifiers'}
"do,forward",V V,V N,{'jenkins.srcml.xml_identifiers'}
"do,install,status",V NM N,V V N,{'jenkins.srcml.xml_identifiers'}
"do,login,entry",V NM N,V NM N,{'jenkins.srcml.xml_identifiers'}
"dump,core,map,to,string,builder",V NM N P NM N,V NM N P NM N,{'corenlp.srcml.xml_identifiers'}
"dynamic,table,index",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"expand,headers,from,request",V NPL P N,V N P N,{'elasticsearch.srcml.xml_identifiers'}
"extract,raw,type,of",V NM NM P,V NM N P,{'mockito.srcml.xml_identifiers'}
"find,source,subdir",V NM N,V NM N,{'antlr4.srcml.xml_identifiers'}
"format,display,name",V NM N,V NM N,{'junit4.srcml.xml_identifiers'}
"from,byte,buffers",P NM NPL,P NM N,{'elasticsearch.srcml.xml_identifiers'}
"get,actual,values",V NM NPL,V NM N,{'junit4.srcml.xml_identifiers'}
"get,artificial,op,prec,rule",V NM NM NM N,V NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"get,binary,side",V NM N,V NM N,{'corenlp.srcml.xml_identifiers'}
"get,commit,id",V NM N,V NM N,{'jenkins.srcml.xml_identifiers'}
"get,completed",V NM,V N,{'elasticsearch.srcml.xml_identifiers'}
"get,default,install,state",V NM NM N,V NM NM N,{'jenkins.srcml.xml_identifiers'}
"get,display,path",V NM N,V NM N,{'jenkins.srcml.xml_identifiers'}
"get,error,listeners",V NM NPL,V NM N,{'antlr4.srcml.xml_identifiers'}
"get,failure,timestamp",V NM N,V NM N,{'junit4.srcml.xml_identifiers'}
"get,id,for,name",V N P N,V N P N,{'elasticsearch.srcml.xml_identifiers'}
"get,initial,window,size",V NM NM N,V NM NM N,{'okhttp.srcml.xml_identifiers'}
"get,item,type,descriptor",V NM NM N,V NM NM N,{'jenkins.srcml.xml_identifiers'}
"get,leftmost,descendant",V NM N,V NM N,{'corenlp.srcml.xml_identifiers'}
"get,max,shingle,diff",V NM NM N,V NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"get,number,of,transitions",V N P NPL,V N P N,{'antlr4.srcml.xml_identifiers'}
"get,operations,reads",V NM NPL,V NM N,{'elasticsearch.srcml.xml_identifiers'}
"get,phrase,1",V N D,V N D,{'corenlp.srcml.xml_identifiers'}
"get,pid,no,exceptions",V N DT NPL,V NM DT N,{'corenlp.srcml.xml_identifiers'}
"get,raw,arguments",V NM NPL,V NM N,{'mockito.srcml.xml_identifiers'}
"is,blocked,by,shutdown",V V P N,V N P N,{'jenkins.srcml.xml_identifiers'}
"init,for,group",V P N,V P N,{'Telegram.srcml.xml_identifiers'}
"is,android",V N,V N,{'mockito.srcml.xml_identifiers'}
"is,conscrypt,preferred",V N V,V NM N,{'okhttp.srcml.xml_identifiers'}
"is,dependency,changed",V N V,V NM N,{'antlr4.srcml.xml_identifiers'}
"keep,readability,only,on,descendants",V NM VM P NPL,V NM N P N,{'jenkins.srcml.xml_identifiers'}
"make,html,table",V NM N,V NM N,{'corenlp.srcml.xml_identifiers'}
"mark,as,fetching",V P V,NM N V,{'elasticsearch.srcml.xml_identifiers'}
"match,by,ip",V P N,V P N,{'elasticsearch.srcml.xml_identifiers'}
"matches,any,parent,categories",V DT NM NPL,V DT NM N,{'junit4.srcml.xml_identifiers'}
"metadata,snapshot",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"new,exchange",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"next,unassigned",NM NM,DT P,{'junit4.srcml.xml_identifiers'}
"null,passed,to,verify,no,more,interactions",N V P V VM DT NPL,NM NM NM NM DT DT N,{'mockito.srcml.xml_identifiers'}
"nulls,ok",NPL NM,NM N,{'junit4.srcml.xml_identifiers'}
"object,with,to,string",N P P N,V P NM N,{'junit4.srcml.xml_identifiers'}
"on,group,call,key,sent",P NM NM N NM,NM NM NM N P,{'Telegram.srcml.xml_identifiers'}
"on,implies",P V,NM N,{'jenkins.srcml.xml_identifiers'}
"order,with",V P,V P,{'junit4.srcml.xml_identifiers'}
"parent,pairs",NM NPL,V N,{'corenlp.srcml.xml_identifiers'}
"parse,attribute,def",V NM N,V NM N,{'antlr4.srcml.xml_identifiers'}
"parse,expires",V NPL,V N,{'okhttp.srcml.xml_identifiers'}
"parse,max,age",V NM N,V NM N,{'okhttp.srcml.xml_identifiers'}
"push,reset,later",V N VM,V NM N,{'okhttp.srcml.xml_identifiers'}
"read,response",V N,V N,{'okhttp.srcml.xml_identifiers'}
"read,white,space",V NM N,V NM N,{'corenlp.srcml.xml_identifiers'}
"report,no,setter,found",V DT N V,NM DT N P,{'mockito.srcml.xml_identifiers'}
"require,client,auth",V NM N,V NM N,{'okhttp.srcml.xml_identifiers'}
"reset,meta,class,cache",V NM NM N,V NM NM N,{'jenkins.srcml.xml_identifiers'}
"run,methods",V NPL,V N,{'junit4.srcml.xml_identifiers'}
"send,string",V N,V N,{'openFrameworks.srcml.xml_identifiers'}
"set,canonical,mention,begin",V NM NM N,V NM NM N,{'corenlp.srcml.xml_identifiers'}
"set,extra,interfaces",V NM NPL,V NM N,{'mockito.srcml.xml_identifiers'}
"set,project,naming,strategy",V NM NM N,V NM NM N,{'jenkins.srcml.xml_identifiers'}
"simulate,gc",V N,V N,{'corenlp.srcml.xml_identifiers'}
"skip,whitespace,and,commas",V N CJ NPL,V NM NM N,{'okhttp.srcml.xml_identifiers'}
speaker,N,N,{'corenlp.srcml.xml_identifiers'}
"split,argument,list",V NM N,V NM N,{'antlr4.srcml.xml_identifiers'}
"start,matched,count,dec",V NM N V,V NM NM N,{'corenlp.srcml.xml_identifiers'}
"strip,left,recursion",V NM N,V NM N,{'antlr4.srcml.xml_identifiers'}
"target,started",N V,N P,{'jenkins.srcml.xml_identifiers'}
"throw,provision,exception,if,errors,exist",V NM N CJ NPL V,V NM NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"training,examples",NM NPL,V N,{'corenlp.srcml.xml_identifiers'}
"uncompress,if,needed",V CJ V,NM N P,{'elasticsearch.srcml.xml_identifiers'}
"url,from,json",N P N,V P N,{'okhttp.srcml.xml_identifiers'}
"validate,class,rules",V NM NPL,V NM N,{'junit4.srcml.xml_identifiers'}
"validate,public,static,void,methods",V NM NM NM NPL,V NM NM NM N,{'junit4.srcml.xml_identifiers'}
"verification,started",N V,N P,{'mockito.srcml.xml_identifiers'}
"with,charset",P N,P N,{'okhttp.srcml.xml_identifiers'}
"with,web,socket,upgrade",P NM NM N,P NM NM N,{'okhttp.srcml.xml_identifiers'}
"wrap,if,not,thread,safe",V CJ VM NM N,V NM DT NM N,{'junit4.srcml.xml_identifiers'}
"actual,suffix",NM N,NM N,{'junit4.srcml.xml_identifiers'}
adding,V,N,{'jenkins.srcml.xml_identifiers'}
"all,action,roots",DT NM NPL,DT NM N,{'antlr4.srcml.xml_identifiers'}
"all,invocation,matchers",DT NM NPL,DT NM N,{'mockito.srcml.xml_identifiers'}
"all,open,indices",DT NM NPL,DT NM N,{'elasticsearch.srcml.xml_identifiers'}
"avg,map",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"base,category",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"best,node",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"cache,body,unbuffered",NM N NM,NM NM N,{'okhttp.srcml.xml_identifiers'}
"cache,entity",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"child,categories",NM NPL,NM N,{'junit4.srcml.xml_identifiers'}
"client,certificates",NM NPL,NM N,{'okhttp.srcml.xml_identifiers'}
"cmd,lines",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
"code,exception,message",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"compare,fields,by,name",V NPL P N,NM NM NM N,{'mockito.srcml.xml_identifiers'}
"copy,item",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"curr,thread,exception",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"current,open,shards",NM NM NPL,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"d,inf",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"default,blocked,item,comparator",NM NM NM N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"dependencies,st",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"end,of,input",N P N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"enum,count",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"equals,builder",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"equals,offset",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
executors,NPL,N,{'jenkins.srcml.xml_identifiers'}
"expected,string",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"extra,interfaces",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"factory,class",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"filter,spec",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"finished,normally",V VM,NM N,{'elasticsearch.srcml.xml_identifiers'}
"first,space",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
followup,N,N,{'okhttp.srcml.xml_identifiers'}
"format,ok",N NM,NM N,{'antlr4.srcml.xml_identifiers'}
"free,positions",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"generated,token,on,creation",NM N P N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"id,mention",N NM,NM N,{'corenlp.srcml.xml_identifiers'}
"idp,configuration",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"implicit,group,key",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"in,cache",P N,NM N,{'Telegram.srcml.xml_identifiers'}
"indexes,of,suspicious,args",NPL P NM NPL,NM NM NM N,{'mockito.srcml.xml_identifiers'}
"interface,bounds",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"jar,url,connection",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"key,begin",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"left,sisters,buffer",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"loaded,mentions,count",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"logger,name,parts",NM NM NPL,NM NM N,{'jenkins.srcml.xml_identifiers'}
"max,age,seconds,long",NM NM NPL NM,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"merged,type",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"method,handles",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"minimized,random,fa",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"missing,classes",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
"mock,method",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"mx,bean",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"network,security,policy",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"new,rule,text",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"new,warning,header,size",NM NM NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"next,search",NM N,DT N,{'elasticsearch.srcml.xml_identifiers'}
"non,greedy,states,builder",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"num,states",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"one,document",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"open,class,tags",NM NM NPL,NM NM N,{'corenlp.srcml.xml_identifiers'}
"order,with",V P,NM N,{'junit4.srcml.xml_identifiers'}
"parts,size",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"previous,stream,id",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"provider,code",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"raw,extra,interfaces",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"received,token,signature",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"recorded,matchers,size",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"reduced,json",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"requested,plugins",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
"rounded,bounds",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
"rtm,session",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"rules,of,new,chain",N P NM N,NM NM NM N,{'junit4.srcml.xml_identifiers'}
"score,pos,prev",NM N NM,NM NM N,{'corenlp.srcml.xml_identifiers'}
"sentence,list",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"set,prev,ctx,action",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"size,guess",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"size,per,span",N P N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"status,file",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"stream,headers",NM NPL,NM N,{'okhttp.srcml.xml_identifiers'}
"thread,array,size",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"token,data",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"token,store,typed,data",NM NM NM N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"token,type,s",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"tune,treebank",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"utc,timestamp,ms",NM NM NPL,NM NM N,{'Telegram.srcml.xml_identifiers'}
"v,tok",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"value,count,string",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"var,args",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"vary,fields",NM NPL,NM N,{'okhttp.srcml.xml_identifiers'}
"verification,over,time",N P N,NM NM N,{'mockito.srcml.xml_identifiers'}
"wait,until",V P,NM N,{'jenkins.srcml.xml_identifiers'}
"wrapper,class",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"x,distance",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"accepting,tasks",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
"alt,name",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"app,id",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"arg,mismatch,stubbings",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"array,class",NM N,NM N,{'junit4.srcml.xml_identifiers'}
assigns,NPL,N,{'junit4.srcml.xml_identifiers'}
"auth,result",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"backprop,training",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"breaker,consumer",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"build,context",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"call,id",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"cause,matcher",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"child,statement",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"classfile,buffer",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"cmd,str",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"code,point,to",NM N P,NM NM N,{'antlr4.srcml.xml_identifiers'}
"concrete,follower,indices",NM NM NPL,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"content,type,string",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"current,invocation",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"current,prefix",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"data,point,method",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"default,role",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"dep,h",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"encoded,values",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"env,name",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"excess,workload",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"file,channel",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"final,response",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"flags,classifier,pair",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"from,server",P N,NM N,{'Telegram.srcml.xml_identifiers'}
"get,protocol,method",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"group,role,attribute",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
highlighter,N,N,{'elasticsearch.srcml.xml_identifiers'}
"http2,error,code",NM NM N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"i,ar,e",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"id,a",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"import,g",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
inbound,NM,N,{'okhttp.srcml.xml_identifiers'}
